400 48000
284 201 14
201 284 14
14 148 93
148 14 93
59 128 38
128 59 38
174 379 4
379 174 4
267 106 78
106 267 78
31 61 73
61 31 73
279 377 17
377 279 17
347 287 2
287 347 2
156 37 84
37 156 84
57 171 10
171 57 10
380 55 11
55 380 11
394 21 59
21 394 59
87 329 7
329 87 7
19 334 74
334 19 74
77 312 58
312 77 58
138 338 37
338 138 37
68 155 37
155 68 37
355 9 45
9 355 45
345 193 2
193 345 2
382 123 66
123 382 66
278 168 30
168 278 30
317 97 37
97 317 37
336 383 64
383 336 64
13 296 22
296 13 22
104 186 11
186 104 11
172 341 0
341 172 0
79 350 45
350 79 45
376 95 99
95 376 99
44 203 81
203 44 81
120 121 62
121 120 62
217 399 82
399 217 82
299 317 31
317 299 31
236 205 15
205 236 15
152 219 63
219 152 63
126 275 49
275 126 49
38 47 42
47 38 42
244 136 55
136 244 55
291 135 99
135 291 99
94 69 71
69 94 71
216 283 40
283 216 40
215 265 39
265 215 39
84 296 28
296 84 28
290 263 80
263 290 80
61 126 7
126 61 7
336 127 97
127 336 97
335 69 39
69 335 39
13 313 75
313 13 75
68 205 63
205 68 63
120 251 84
251 120 84
291 67 67
67 291 67
232 235 84
235 232 84
71 319 32
319 71 32
99 161 96
161 99 96
232 222 74
222 232 74
139 110 2
110 139 2
388 45 23
45 388 23
327 59 89
59 327 89
355 127 94
127 355 94
70 247 45
247 70 45
254 91 65
91 254 65
273 323 0
323 273 0
109 346 71
346 109 71
241 46 33
46 241 33
189 230 55
230 189 55
318 18 9
18 318 9
363 241 36
241 363 36
22 282 43
282 22 43
102 176 13
176 102 13
301 274 19
274 301 19
392 391 92
391 392 92
267 391 1
391 267 1
214 262 95
262 214 95
212 247 84
247 212 84
42 55 0
55 42 0
363 373 18
373 363 18
272 336 12
336 272 12
60 311 94
311 60 94
204 365 23
365 204 23
17 218 49
218 17 49
37 211 40
211 37 40
281 30 83
30 281 83
283 244 97
244 283 97
78 56 45
56 78 45
14 98 0
98 14 0
215 61 25
61 215 25
385 285 13
285 385 13
349 346 24
346 349 24
196 150 41
150 196 41
219 167 60
167 219 60
20 156 23
156 20 23
260 38 53
38 260 53
43 273 98
273 43 98
40 303 6
303 40 6
237 317 57
317 237 57
137 84 70
84 137 70
156 76 71
76 156 71
102 52 67
52 102 67
204 394 38
394 204 38
371 106 58
106 371 58
80 29 70
29 80 70
118 334 65
334 118 65
343 132 6
132 343 6
246 291 95
291 246 95
115 148 33
148 115 33
200 18 47
18 200 47
222 174 75
174 222 75
193 228 28
228 193 28
361 32 74
32 361 74
299 356 32
356 299 32
210 36 61
36 210 61
380 106 95
106 380 95
180 256 47
256 180 47
23 251 62
251 23 62
171 384 62
384 171 62
141 384 84
384 141 84
268 59 78
59 268 78
96 139 91
139 96 91
129 165 42
165 129 42
37 297 4
297 37 4
37 131 58
131 37 58
135 132 90
132 135 90
391 379 13
379 391 13
242 341 84
341 242 84
179 104 77
104 179 77
163 40 45
40 163 45
174 170 42
170 174 42
266 261 23
261 266 23
31 156 60
156 31 60
329 260 85
260 329 85
291 297 16
297 291 16
349 32 48
32 349 48
139 23 27
23 139 27
352 218 20
218 352 20
288 397 24
397 288 24
366 112 17
112 366 17
311 286 87
286 311 87
305 152 1
152 305 1
28 136 57
136 28 57
140 65 17
65 140 17
325 356 67
356 325 67
193 258 99
258 193 99
193 397 75
397 193 75
220 302 93
302 220 93
93 190 90
190 93 90
69 108 2
108 69 2
86 20 40
20 86 40
274 325 45
325 274 45
227 306 81
306 227 81
384 46 98
46 384 98
353 372 6
372 353 6
220 117 64
117 220 64
120 311 14
311 120 14
395 83 16
83 395 16
88 176 58
176 88 58
130 246 67
246 130 67
284 332 39
332 284 39
324 158 16
158 324 16
322 254 21
254 322 21
321 104 75
104 321 75
293 311 95
311 293 95
10 327 67
327 10 67
273 341 14
341 273 14
357 209 54
209 357 54
133 268 36
268 133 36
379 387 20
387 379 20
264 126 97
126 264 97
22 94 70
94 22 70
8 369 25
369 8 25
281 290 29
290 281 29
156 183 92
183 156 92
204 145 20
145 204 20
323 19 61
19 323 61
390 328 23
328 390 23
96 61 91
61 96 91
333 393 30
393 333 30
53 257 56
257 53 56
2 279 2
279 2 2
373 239 71
239 373 71
150 121 61
121 150 61
79 229 96
229 79 96
272 33 42
33 272 42
344 309 13
309 344 13
5 299 41
299 5 41
180 395 54
395 180 54
271 280 47
280 271 47
301 334 4
334 301 4
9 288 36
288 9 36
212 261 75
261 212 75
383 11 48
11 383 48
397 43 78
43 397 78
193 267 63
267 193 63
372 352 68
352 372 68
223 145 49
145 223 49
171 0 72
0 171 72
51 247 74
247 51 74
337 352 35
352 337 35
178 288 99
288 178 99
39 15 35
15 39 35
3 264 32
264 3 32
398 294 25
294 398 25
265 309 65
309 265 65
76 234 17
234 76 17
196 57 63
57 196 63
145 180 63
180 145 63
318 184 62
184 318 62
344 121 66
121 344 66
331 299 6
299 331 6
131 291 22
291 131 22
266 246 38
246 266 38
350 244 84
244 350 84
227 61 93
61 227 93
192 89 27
89 192 27
62 285 37
285 62 37
125 31 17
31 125 17
140 301 1
301 140 1
2 245 75
245 2 75
169 176 26
176 169 26
175 259 69
259 175 69
149 77 15
77 149 15
339 27 11
27 339 11
23 207 72
207 23 72
17 351 61
351 17 61
196 13 47
13 196 47
33 90 30
90 33 30
3 230 31
230 3 31
204 185 76
185 204 76
31 306 4
306 31 4
158 33 64
33 158 64
127 183 93
183 127 93
295 74 21
74 295 21
306 98 80
98 306 80
331 67 31
67 331 31
92 263 97
263 92 97
91 297 87
297 91 87
121 300 70
300 121 70
52 56 7
56 52 7
180 40 13
40 180 13
37 150 46
150 37 46
201 229 81
229 201 81
394 124 56
124 394 56
167 383 6
383 167 6
99 314 73
314 99 73
31 6 36
6 31 36
328 98 85
98 328 85
267 171 37
171 267 37
389 224 94
224 389 94
296 356 34
356 296 34
109 393 36
393 109 36
308 146 65
146 308 65
241 93 90
93 241 90
249 212 73
212 249 73
187 80 43
80 187 43
145 69 23
69 145 23
195 354 42
354 195 42
367 92 32
92 367 32
143 238 28
238 143 28
99 24 90
24 99 90
45 360 50
360 45 50
191 125 91
125 191 91
236 367 93
367 236 93
49 240 0
240 49 0
361 379 81
379 361 81
256 77 50
77 256 50
31 272 56
272 31 56
73 239 48
239 73 48
57 382 86
382 57 86
386 34 10
34 386 10
328 79 22
79 328 22
178 222 48
222 178 48
269 59 15
59 269 15
114 60 8
60 114 8
315 21 87
21 315 87
16 98 60
98 16 60
289 354 33
354 289 33
80 255 43
255 80 43
15 41 29
41 15 29
49 204 57
204 49 57
80 326 87
326 80 87
254 126 56
126 254 56
265 342 71
342 265 71
325 350 38
350 325 38
346 289 34
289 346 34
175 306 84
306 175 84
387 147 38
147 387 38
273 227 45
227 273 45
216 242 39
242 216 39
97 243 95
243 97 95
354 275 21
275 354 21
293 130 0
130 293 0
101 395 42
395 101 42
72 273 44
273 72 44
262 171 85
171 262 85
296 299 43
299 296 43
332 286 90
286 332 90
323 159 70
159 323 70
168 375 12
375 168 12
7 72 8
72 7 8
2 378 83
378 2 83
276 271 13
271 276 13
276 373 61
373 276 61
170 397 34
397 170 34
257 3 8
3 257 8
156 299 93
299 156 93
43 341 16
341 43 16
154 211 36
211 154 36
130 276 44
276 130 44
398 85 67
85 398 67
226 356 33
356 226 33
54 281 46
281 54 46
176 231 32
231 176 32
94 43 89
43 94 89
98 151 46
151 98 46
397 96 41
96 397 41
338 12 95
12 338 95
102 49 77
49 102 77
378 45 32
45 378 32
114 395 17
395 114 17
81 174 25
174 81 25
266 228 7
228 266 7
312 357 90
357 312 90
44 51 33
51 44 33
34 149 36
149 34 36
132 98 33
98 132 33
273 37 97
37 273 97
168 91 46
91 168 46
146 69 43
69 146 43
230 183 91
183 230 91
47 216 65
216 47 65
172 35 93
35 172 93
350 321 92
321 350 92
354 106 78
106 354 78
103 43 10
43 103 10
202 76 83
76 202 83
191 73 51
73 191 51
234 72 49
72 234 49
303 67 79
67 303 79
38 58 78
58 38 78
206 223 3
223 206 3
241 169 34
169 241 34
141 71 8
71 141 8
133 25 14
25 133 14
111 129 9
129 111 9
221 283 85
283 221 85
156 26 11
26 156 11
259 260 83
260 259 83
109 115 50
115 109 50
140 105 61
105 140 61
219 311 84
311 219 84
22 105 53
105 22 53
308 246 25
246 308 25
116 331 50
331 116 50
383 394 31
394 383 31
292 215 66
215 292 66
230 323 92
323 230 92
241 182 52
182 241 52
276 291 19
291 276 19
378 32 24
32 378 24
139 251 88
251 139 88
76 225 93
225 76 93
229 133 91
133 229 91
6 250 22
250 6 22
209 185 16
185 209 16
140 29 83
29 140 83
259 259 0
259 259 0
6 51 52
51 6 52
140 56 80
56 140 80
32 175 11
175 32 11
16 352 50
352 16 50
26 44 85
44 26 85
208 177 76
177 208 76
166 379 50
379 166 50
375 116 18
116 375 18
68 146 1
146 68 1
327 357 59
357 327 59
378 10 99
10 378 99
386 242 83
242 386 83
162 53 51
53 162 51
66 356 22
356 66 22
106 382 66
382 106 66
291 142 96
142 291 96
19 309 27
309 19 27
69 284 44
284 69 44
387 352 42
352 387 42
340 231 99
231 340 99
251 210 61
210 251 61
302 196 4
196 302 4
386 310 57
310 386 57
389 376 13
376 389 13
212 34 48
34 212 48
30 277 90
277 30 90
378 296 51
296 378 51
258 365 88
365 258 88
302 304 40
304 302 40
44 196 72
196 44 72
95 47 34
47 95 34
157 350 82
350 157 82
61 288 45
288 61 45
370 229 73
229 370 73
236 41 60
41 236 60
84 24 37
24 84 37
26 354 34
354 26 34
278 212 51
212 278 51
366 66 56
66 366 56
358 62 4
62 358 4
182 158 52
158 182 52
168 267 54
267 168 54
303 328 42
328 303 42
348 250 71
250 348 71
273 86 65
86 273 65
233 170 41
170 233 41
71 149 95
149 71 95
157 27 60
27 157 60
208 345 26
345 208 26
116 255 89
255 116 89
221 390 99
390 221 99
325 158 66
158 325 66
379 61 46
61 379 46
321 361 96
361 321 96
44 187 83
187 44 83
209 20 5
20 209 5
302 43 54
43 302 54
350 200 33
200 350 33
210 9 78
9 210 78
136 125 86
125 136 86
77 298 76
298 77 76
176 223 34
223 176 34
94 202 48
202 94 48
340 75 9
75 340 9
37 120 96
120 37 96
220 281 69
281 220 69
77 184 12
184 77 12
132 134 13
134 132 13
165 296 74
296 165 74
96 32 51
32 96 51
282 62 50
62 282 50
58 190 25
190 58 25
344 285 28
285 344 28
292 225 55
225 292 55
154 262 75
262 154 75
202 34 9
34 202 9
223 112 45
112 223 45
336 196 31
196 336 31
327 27 9
27 327 9
311 378 43
378 311 43
373 180 1
180 373 1
164 206 98
206 164 98
49 386 90
386 49 90
226 241 96
241 226 96
89 169 51
169 89 51
75 378 74
378 75 74
139 323 62
323 139 62
335 354 15
354 335 15
201 233 42
233 201 42
210 144 21
144 210 21
54 118 1
118 54 1
307 234 7
234 307 7
105 235 45
235 105 45
148 61 87
61 148 87
296 102 56
102 296 56
247 178 86
178 247 86
22 269 9
269 22 9
36 157 15
157 36 15
252 358 48
358 252 48
94 168 44
168 94 44
315 174 14
174 315 14
269 82 48
82 269 48
28 139 83
139 28 83
174 287 97
287 174 97
113 184 99
184 113 99
221 383 29
383 221 29
307 357 99
357 307 99
316 394 8
394 316 8
183 246 66
246 183 66
283 292 86
292 283 86
127 160 61
160 127 61
42 29 95
29 42 95
190 9 34
9 190 34
126 183 74
183 126 74
123 248 10
248 123 10
174 69 93
69 174 93
4 376 51
376 4 51
97 263 27
263 97 27
295 29 62
29 295 62
187 315 90
315 187 90
347 328 32
328 347 32
328 375 74
375 328 74
338 162 52
162 338 52
73 236 27
236 73 27
322 46 2
46 322 2
391 191 6
191 391 6
320 342 61
342 320 61
164 391 24
391 164 24
144 286 5
286 144 5
6 74 72
74 6 72
396 373 1
373 396 1
380 254 28
254 380 28
107 144 90
144 107 90
359 169 26
169 359 26
287 91 24
91 287 24
341 35 68
35 341 68
47 307 10
307 47 10
160 71 54
71 160 54
136 167 40
167 136 40
141 174 66
174 141 66
13 122 92
122 13 92
166 103 46
103 166 46
295 210 42
210 295 42
185 121 11
121 185 11
264 360 55
360 264 55
340 301 42
301 340 42
208 348 49
348 208 49
371 60 72
60 371 72
125 196 40
196 125 40
117 337 66
337 117 66
184 303 88
303 184 88
176 69 43
69 176 43
374 316 5
316 374 5
316 54 27
54 316 27
27 270 87
270 27 87
182 162 41
162 182 41
324 371 89
371 324 89
325 294 2
294 325 2
398 371 98
371 398 98
190 88 88
88 190 88
156 224 43
224 156 43
196 0 64
0 196 64
340 326 81
326 340 81
245 242 87
242 245 87
224 270 57
270 224 57
164 4 19
4 164 19
5 281 42
281 5 42
146 206 88
206 146 88
348 204 59
204 348 59
299 346 0
346 299 0
139 102 76
102 139 76
282 299 77
299 282 77
398 191 55
191 398 55
31 36 98
36 31 98
118 213 20
213 118 20
75 377 24
377 75 24
195 382 5
382 195 5
189 80 64
80 189 64
78 29 20
29 78 20
337 280 67
280 337 67
189 19 69
19 189 69
266 253 20
253 266 20
295 203 11
203 295 11
250 235 0
235 250 0
0 353 13
353 0 13
20 29 90
29 20 90
397 176 24
176 397 24
302 317 4
317 302 4
318 395 85
395 318 85
139 285 17
285 139 17
306 74 88
74 306 88
175 292 93
292 175 93
248 187 97
187 248 97
132 59 90
59 132 90
37 172 63
172 37 63
66 214 60
214 66 60
194 190 14
190 194 14
112 247 33
247 112 33
59 332 72
332 59 72
344 202 78
202 344 78
371 90 5
90 371 5
105 3 81
3 105 81
265 393 65
393 265 65
276 335 2
335 276 2
49 298 21
298 49 21
215 210 67
210 215 67
6 377 79
377 6 79
205 110 39
110 205 39
89 334 35
334 89 35
6 382 21
382 6 21
270 166 27
166 270 27
273 199 92
199 273 92
218 364 68
364 218 68
105 166 69
166 105 69
356 339 37
339 356 37
166 307 95
307 166 95
143 386 0
386 143 0
205 77 89
77 205 89
139 113 81
113 139 81
203 71 63
71 203 63
125 341 81
341 125 81
152 166 80
166 152 80
396 384 44
384 396 44
116 90 62
90 116 62
286 46 54
46 286 54
223 164 61
164 223 61
118 308 99
308 118 99
170 113 77
113 170 77
342 40 8
40 342 8
13 55 85
55 13 85
307 236 89
236 307 89
73 168 85
168 73 85
10 112 2
112 10 2
100 127 40
127 100 40
98 81 15
81 98 15
262 342 85
342 262 85
122 93 55
93 122 55
188 322 14
322 188 14
393 216 7
216 393 7
353 230 62
230 353 62
39 89 51
89 39 51
180 162 19
162 180 19
318 172 84
172 318 84
172 224 63
224 172 63
312 274 44
274 312 44
227 89 38
89 227 38
164 211 83
211 164 83
319 399 6
399 319 6
385 344 22
344 385 22
92 298 4
298 92 4
207 289 93
289 207 93
158 21 8
21 158 8
229 339 32
339 229 32
13 111 9
111 13 9
276 375 83
375 276 83
172 154 72
154 172 72
362 318 36
318 362 36
246 237 87
237 246 87
332 26 67
26 332 67
182 231 74
231 182 74
23 124 84
124 23 84
44 84 14
84 44 14
384 217 27
217 384 27
47 126 56
126 47 56
23 309 28
309 23 28
177 134 43
134 177 43
96 170 41
170 96 41
285 109 45
109 285 45
108 393 71
393 108 71
328 175 2
175 328 2
2 150 79
150 2 79
187 195 63
195 187 63
201 131 32
131 201 32
180 178 58
178 180 58
388 201 68
201 388 68
17 331 54
331 17 54
312 27 76
27 312 76
53 312 85
312 53 85
198 373 79
373 198 79
321 301 6
301 321 6
276 255 57
255 276 57
355 394 4
394 355 4
70 147 35
147 70 35
3 328 13
328 3 13
61 316 67
316 61 67
381 285 98
285 381 98
387 149 77
149 387 77
163 202 41
202 163 41
1 352 66
352 1 66
232 226 67
226 232 67
238 102 75
102 238 75
347 9 69
9 347 69
251 31 17
31 251 17
238 34 45
34 238 45
4 48 13
48 4 13
371 381 51
381 371 51
221 369 0
369 221 0
50 84 55
84 50 55
191 85 59
85 191 59
258 317 85
317 258 85
177 108 39
108 177 39
352 7 48
7 352 48
122 259 80
259 122 80
391 49 66
49 391 66
236 53 66
53 236 66
301 376 48
376 301 48
204 197 69
197 204 69
305 247 5
247 305 5
112 391 43
391 112 43
271 249 60
249 271 60
209 378 20
378 209 20
248 331 28
331 248 28
249 5 39
5 249 39
288 347 84
347 288 84
342 14 37
14 342 37
318 14 42
14 318 42
68 335 47
335 68 47
267 340 59
340 267 59
82 59 96
59 82 96
243 38 16
38 243 16
92 321 96
321 92 96
341 326 35
326 341 35
222 274 24
274 222 24
169 58 18
58 169 18
135 95 36
95 135 36
256 84 36
84 256 36
124 377 47
377 124 47
382 360 82
360 382 82
394 208 25
208 394 25
32 125 69
125 32 69
305 373 62
373 305 62
231 109 84
109 231 84
57 85 6
85 57 6
115 3 93
3 115 93
162 239 43
239 162 43
52 48 79
48 52 79
40 172 56
172 40 56
288 106 69
106 288 69
122 100 77
100 122 77
247 84 54
84 247 54
17 389 28
389 17 28
79 172 89
172 79 89
316 229 74
229 316 74
274 296 77
296 274 77
367 59 68
59 367 68
162 63 16
63 162 16
394 103 88
103 394 88
202 343 47
343 202 47
371 65 99
65 371 99
301 313 84
313 301 84
307 282 25
282 307 25
335 313 98
313 335 98
376 181 79
181 376 79
150 55 76
55 150 76
279 375 87
375 279 87
248 89 50
89 248 50
216 83 5
83 216 5
357 286 49
286 357 49
314 103 62
103 314 62
179 39 70
39 179 70
61 365 57
365 61 57
375 15 34
15 375 34
156 294 36
294 156 36
164 22 16
22 164 16
91 209 64
209 91 64
180 11 32
11 180 32
216 269 89
269 216 89
393 215 32
215 393 32
49 278 12
278 49 12
88 248 25
248 88 25
5 57 52
57 5 52
20 291 9
291 20 9
25 289 96
289 25 96
116 51 12
51 116 12
248 14 44
14 248 44
64 283 34
283 64 34
118 353 79
353 118 79
334 386 28
386 334 28
117 12 27
12 117 27
122 69 80
69 122 80
95 313 41
313 95 41
362 93 66
93 362 66
203 89 34
89 203 34
206 53 82
53 206 82
173 297 47
297 173 47
56 283 17
283 56 17
10 263 51
263 10 51
348 291 15
291 348 15
50 360 79
360 50 79
329 35 1
35 329 1
9 130 66
130 9 66
350 44 59
44 350 59
268 199 0
199 268 0
302 6 53
6 302 53
137 179 2
179 137 2
84 187 86
187 84 86
53 149 1
149 53 1
357 49 44
49 357 44
24 51 5
51 24 5
104 381 92
381 104 92
157 390 22
390 157 22
123 293 18
293 123 18
182 113 17
113 182 17
234 16 23
16 234 23
339 105 54
105 339 54
341 141 94
141 341 94
179 194 95
194 179 95
245 177 76
177 245 76
248 34 32
34 248 32
229 326 89
326 229 89
172 300 12
300 172 12
17 318 46
318 17 46
130 135 80
135 130 80
98 359 19
359 98 19
203 265 12
265 203 12
344 359 44
359 344 44
139 107 76
107 139 76
242 352 5
352 242 5
39 202 82
202 39 82
317 191 6
191 317 6
217 255 23
255 217 23
135 101 53
101 135 53
271 181 52
181 271 52
182 152 7
152 182 7
47 17 52
17 47 52
359 61 43
61 359 43
66 289 37
289 66 37
370 247 8
247 370 8
122 238 10
238 122 10
56 156 54
156 56 54
162 373 9
373 162 9
237 61 11
61 237 11
43 332 44
332 43 44
347 66 97
66 347 97
54 65 14
65 54 14
58 24 27
24 58 27
201 42 68
42 201 68
139 364 15
364 139 15
47 39 6
39 47 6
109 47 62
47 109 62
363 162 87
162 363 87
73 399 48
399 73 48
284 42 32
42 284 32
180 389 98
389 180 98
277 396 64
396 277 64
343 54 40
54 343 40
22 208 35
208 22 35
391 299 51
299 391 51
158 298 90
298 158 90
164 7 90
7 164 90
278 371 52
371 278 52
203 66 32
66 203 32
12 139 49
139 12 49
290 135 65
135 290 65
185 142 6
142 185 6
160 350 93
350 160 93
103 249 44
249 103 44
261 147 87
147 261 87
378 106 77
106 378 77
208 77 81
77 208 81
126 25 36
25 126 36
145 257 34
257 145 34
196 270 74
270 196 74
297 112 61
112 297 61
163 249 3
249 163 3
169 9 53
9 169 53
214 112 54
112 214 54
253 97 4
97 253 4
360 374 64
374 360 64
389 7 91
7 389 91
15 244 88
244 15 88
272 278 84
278 272 84
94 4 81
4 94 81
206 266 44
266 206 44
56 221 65
221 56 65
17 127 79
127 17 79
130 281 90
281 130 90
56 135 87
135 56 87
312 95 14
95 312 14
376 84 21
84 376 21
119 51 17
51 119 17
48 91 18
91 48 18
52 25 77
25 52 77
270 121 85
121 270 85
44 387 2
387 44 2
171 18 84
18 171 84
4 8 40
8 4 40
139 48 52
48 139 52
186 62 81
62 186 81
223 35 52
35 223 52
274 253 60
253 274 60
150 301 3
301 150 3
169 305 80
305 169 80
298 128 2
128 298 2
35 172 89
172 35 89
237 343 59
343 237 59
122 347 20
347 122 20
14 39 68
39 14 68
219 177 82
177 219 82
352 0 69
0 352 69
204 227 74
227 204 74
64 377 27
377 64 27
320 98 33
98 320 33
200 396 61
396 200 61
202 383 85
383 202 85
143 221 80
221 143 80
55 295 79
295 55 79
375 261 18
261 375 18
295 80 48
80 295 48
277 384 0
384 277 0
198 189 27
189 198 27
373 205 5
205 373 5
0 125 3
125 0 3
285 278 52
278 285 52
298 80 35
80 298 35
83 176 8
176 83 8
163 231 55
231 163 55
143 206 69
206 143 69
113 53 1
53 113 1
213 282 86
282 213 86
314 80 75
80 314 75
241 53 80
53 241 80
98 6 6
6 98 6
54 291 84
291 54 84
6 190 16
190 6 16
293 273 92
273 293 92
354 389 75
389 354 75
261 84 33
84 261 33
30 149 86
149 30 86
232 363 68
363 232 68
18 277 49
277 18 49
345 70 54
70 345 54
125 169 60
169 125 60
383 223 52
223 383 52
119 181 42
181 119 42
288 26 67
26 288 67
232 380 56
380 232 56
8 194 40
194 8 40
341 176 90
176 341 90
280 8 5
8 280 5
148 378 82
378 148 82
49 275 52
275 49 52
73 316 36
316 73 36
296 168 56
168 296 56
77 162 96
162 77 96
56 382 28
382 56 28
388 238 36
238 388 36
182 131 30
131 182 30
359 173 10
173 359 10
319 130 10
130 319 10
250 12 12
12 250 12
125 316 68
316 125 68
284 15 38
15 284 38
5 23 68
23 5 68
119 319 24
319 119 24
101 47 12
47 101 12
292 136 47
136 292 47
375 118 58
118 375 58
100 380 77
380 100 77
230 390 79
390 230 79
194 2 5
2 194 5
62 322 83
322 62 83
4 207 50
207 4 50
243 212 73
212 243 73
63 283 44
283 63 44
339 385 92
385 339 92
251 277 80
277 251 80
250 204 98
204 250 98
208 304 78
304 208 78
86 134 20
134 86 20
117 328 75
328 117 75
322 390 97
390 322 97
158 395 4
395 158 4
360 190 68
190 360 68
234 205 52
205 234 52
378 144 89
144 378 89
266 354 98
354 266 98
70 352 6
352 70 6
374 330 44
330 374 44
60 203 62
203 60 62
388 78 36
78 388 36
330 275 46
275 330 46
277 232 7
232 277 7
19 0 93
0 19 93
224 4 23
4 224 23
320 393 46
393 320 46
268 211 52
211 268 52
18 281 5
281 18 5
24 207 87
207 24 87
21 219 90
219 21 90
135 159 68
159 135 68
123 42 96
42 123 96
270 319 28
319 270 28
329 291 80
291 329 80
222 67 85
67 222 85
378 343 8
343 378 8
190 196 26
196 190 26
23 1 2
1 23 2
183 40 23
40 183 23
354 331 10
331 354 10
114 251 34
251 114 34
156 47 56
47 156 56
27 75 85
75 27 85
318 56 7
56 318 7
386 393 4
393 386 4
326 371 48
371 326 48
86 113 44
113 86 44
312 89 97
89 312 97
66 224 89
224 66 89
242 178 20
178 242 20
152 292 72
292 152 72
138 48 71
48 138 71
394 28 47
28 394 47
179 346 55
346 179 55
138 284 48
284 138 48
143 162 71
162 143 71
91 248 37
248 91 37
187 112 26
112 187 26
236 179 50
179 236 50
325 21 28
21 325 28
298 173 73
173 298 73
122 312 73
312 122 73
393 258 1
258 393 1
340 38 0
38 340 0
247 176 84
176 247 84
147 319 99
319 147 99
19 362 47
362 19 47
308 149 12
149 308 12
334 337 91
337 334 91
136 263 12
263 136 12
116 113 37
113 116 37
389 235 1
235 389 1
215 228 60
228 215 60
116 121 98
121 116 98
316 368 26
368 316 26
353 68 98
68 353 98
152 87 60
87 152 60
151 347 62
347 151 62
263 281 99
281 263 99
106 369 14
369 106 14
18 37 27
37 18 27
8 27 62
27 8 62
309 194 43
194 309 43
69 262 64
262 69 64
219 131 84
131 219 84
146 84 52
84 146 52
296 188 91
188 296 91
56 291 38
291 56 38
318 107 71
107 318 71
70 213 40
213 70 40
84 184 78
184 84 78
164 192 57
192 164 57
78 101 51
101 78 51
221 123 65
123 221 65
85 342 96
342 85 96
270 40 80
40 270 80
122 336 20
336 122 20
366 345 12
345 366 12
204 263 71
263 204 71
276 285 84
285 276 84
268 370 68
370 268 68
298 86 12
86 298 12
355 164 14
164 355 14
158 386 89
386 158 89
224 71 83
71 224 83
20 293 24
293 20 24
253 368 12
368 253 12
225 334 57
334 225 57
89 138 73
138 89 73
60 366 58
366 60 58
197 235 80
235 197 80
165 133 66
133 165 66
278 41 83
41 278 83
44 151 69
151 44 69
333 327 40
327 333 40
68 348 86
348 68 86
292 153 54
153 292 54
357 378 88
378 357 88
366 20 78
20 366 78
191 80 45
80 191 45
302 277 32
277 302 32
334 395 17
395 334 17
53 225 10
225 53 10
336 221 62
221 336 62
89 97 74
97 89 74
389 283 19
283 389 19
94 37 76
37 94 76
25 77 94
77 25 94
45 256 86
256 45 86
125 353 88
353 125 88
355 237 22
237 355 22
350 206 27
206 350 27
175 217 63
217 175 63
396 331 68
331 396 68
54 372 66
372 54 66
228 314 1
314 228 1
247 8 91
8 247 91
223 33 68
33 223 68
118 78 76
78 118 76
156 156 0
156 156 0
181 96 11
96 181 11
370 370 0
370 370 0
13 177 98
177 13 98
140 346 61
346 140 61
88 229 30
229 88 30
142 201 48
201 142 48
370 115 49
115 370 49
218 124 92
124 218 92
393 109 61
109 393 61
63 140 89
140 63 89
219 296 71
296 219 71
315 359 41
359 315 41
286 324 70
324 286 70
184 64 68
64 184 68
297 152 97
152 297 97
127 294 51
294 127 51
27 216 66
216 27 66
329 34 42
34 329 42
221 380 52
380 221 52
134 43 44
43 134 44
324 215 40
215 324 40
295 130 51
130 295 51
188 368 75
368 188 75
211 104 91
104 211 91
131 2 43
2 131 43
329 81 89
81 329 89
280 109 57
109 280 57
298 38 44
38 298 44
41 211 24
211 41 24
267 189 70
189 267 70
82 381 17
381 82 17
165 84 57
84 165 57
133 111 68
111 133 68
238 202 0
202 238 0
192 45 81
45 192 81
313 382 43
382 313 43
211 372 87
372 211 87
204 184 63
184 204 63
49 82 31
82 49 31
190 352 65
352 190 65
123 21 82
21 123 82
207 278 68
278 207 68
318 299 58
299 318 58
72 51 50
51 72 50
117 132 23
132 117 23
155 45 6
45 155 6
51 208 30
208 51 30
238 13 14
13 238 14
202 14 48
14 202 48
385 157 0
157 385 0
202 280 21
280 202 21
137 40 52
40 137 52
205 310 51
310 205 51
63 383 2
383 63 2
113 52 86
52 113 86
36 160 83
160 36 83
294 211 91
211 294 91
125 1 56
1 125 56
91 155 23
155 91 23
140 92 80
92 140 80
92 295 12
295 92 12
66 384 4
384 66 4
318 189 15
189 318 15
250 223 17
223 250 17
254 109 5
109 254 5
14 344 52
344 14 52
225 387 29
387 225 29
179 396 72
396 179 72
334 19 64
19 334 64
27 151 57
151 27 57
274 163 23
163 274 23
258 120 41
120 258 41
47 387 62
387 47 62
203 237 37
237 203 37
120 91 98
91 120 98
377 58 42
58 377 42
81 235 81
235 81 81
262 14 77
14 262 77
135 349 96
349 135 96
99 376 99
376 99 99
156 202 15
202 156 15
231 60 35
60 231 35
224 59 22
59 224 22
238 262 11
262 238 11
75 334 54
334 75 54
373 263 12
263 373 12
167 345 48
345 167 48
349 207 62
207 349 62
126 342 63
342 126 63
275 394 91
394 275 91
126 150 93
150 126 93
141 334 53
334 141 53
276 158 12
158 276 12
350 397 74
397 350 74
261 24 8
24 261 8
24 228 17
228 24 17
18 128 43
128 18 43
145 71 6
71 145 6
372 17 98
17 372 98
98 167 43
167 98 43
240 53 97
53 240 97
68 212 61
212 68 61
