1218 1320
1070 0 1
0 1071 1
1071 0 1
0 1072 1
1072 0 1
0 1073 1
1073 0 1
0 1074 1
1074 0 1
0 1075 1
1075 0 1
0 1076 1
1076 0 1
0 1077 1
1077 0 1
0 1078 1
1078 0 1
0 1079 1
1079 0 1
0 1080 1
1080 0 1
0 1081 1
1081 0 1
0 1082 1
1082 0 1
0 1083 1
1083 0 1
0 1084 1
1084 0 1
0 1085 1
1085 0 1
0 1086 1
1086 0 1
0 1087 1
1087 0 1
0 1088 1
1088 0 1
0 1089 1
1089 0 1
0 1090 1
1090 0 1
0 1091 1
1091 0 1
0 1092 1
1092 0 1
0 1093 1
1093 0 1
0 1094 1
1094 0 1
0 903 1
903 0 1
0 1095 1
1095 0 1
0 1096 1
1096 0 1
0 75 1
75 0 1
0 1097 1
1097 0 1
0 1098 1
1098 0 1
0 1099 1
1099 0 1
0 1100 1
1100 0 1
0 1101 1
1101 0 1
0 1102 1
1102 0 1
0 1103 1
1103 0 1
0 1104 1
1104 0 1
0 945 1
945 0 1
0 1105 1
1105 0 1
0 1106 1
1106 0 1
0 1107 1
1107 0 1
0 1108 1
1108 0 1
0 1109 1
1109 0 1
0 1110 1
1110 0 1
0 1111 1
1111 0 1
0 1112 1
1112 0 1
0 1113 1
1113 0 1
0 1114 1
1114 0 1
0 1115 1
1115 0 1
0 1116 1
1116 0 1
0 1117 1
1117 0 1
0 1118 1
1118 0 1
0 1119 1
1119 0 1
0 130 1
130 0 1
0 1120 1
1120 0 1
0 1121 1
1121 0 1
0 1122 1
1122 0 1
0 1123 1
1123 0 1
0 1124 1
1124 0 1
0 1125 1
1125 0 1
0 1126 1
1126 0 1
0 1127 1
1127 0 1
0 170 1
170 0 1
0 1128 1
1128 0 1
0 1129 1
1129 0 1
0 1130 1
1130 0 1
0 1131 1
1131 0 1
0 1132 1
1132 0 1
0 1133 1
1133 0 1
0 1134 1
1134 0 1
0 1135 1
1135 0 1
0 1136 1
1136 0 1
0 1137 1
1137 0 1
0 1138 1
1138 0 1
0 963 1
963 0 1
0 944 1
944 0 1
0 1139 1
1139 0 1
0 1140 1
1140 0 1
0 152 1
152 0 1
0 1141 1
1141 0 1
0 1142 1
1142 0 1
0 682 1
682 0 1
0 950 1
950 0 1
0 1143 1
1143 0 1
0 165 1
165 0 1
0 1144 1
1144 0 1
0 126 1
126 0 1
0 1145 1
1145 0 1
0 1146 1
1146 0 1
0 1147 1
1147 0 1
0 980 1
980 0 1
0 1148 1
1148 0 1
0 1149 1
1149 0 1
0 1150 1
1150 0 1
0 1151 1
1151 0 1
0 1152 1
1152 0 1
0 1153 1
1153 0 1
0 1154 1
1154 0 1
0 1155 1
1155 0 1
0 137 1
137 0 1
0 1156 1
1156 0 1
0 1157 1
1157 0 1
0 1158 1
1158 0 1
0 1159 1
1159 0 1
0 1160 1
1160 0 1
0 1161 1
1161 0 1
0 1162 1
1162 0 1
0 1163 1
1163 0 1
0 1164 1
1164 0 1
0 1165 1
1165 0 1
0 1166 1
1166 0 1
0 1167 1
1167 0 1
0 1005 1
1005 0 1
0 1168 1
1168 0 1
0 1169 1
1169 0 1
0 1170 1
1170 0 1
0 1171 1
1171 0 1
0 1172 1
1172 0 1
0 1173 1
1173 0 1
0 1174 1
1174 0 1
0 1175 1
1175 0 1
0 1176 1
1176 0 1
0 1177 1
1177 0 1
0 969 1
969 0 1
0 1178 1
1178 0 1
0 1179 1
1179 0 1
0 1180 1
1180 0 1
0 1181 1
1181 0 1
0 1182 1
1182 0 1
0 1183 1
1183 0 1
0 1184 1
1184 0 1
0 1185 1
1185 0 1
0 1186 1
1186 0 1
0 160 1
160 0 1
0 1187 1
1187 0 1
0 1188 1
1188 0 1
0 1189 1
1189 0 1
0 1190 1
1190 0 1
0 1191 1
1191 0 1
0 1192 1
1192 0 1
0 1193 1
1193 0 1
0 1194 1
1194 0 1
0 1195 1
1195 0 1
0 1196 1
1196 0 1
0 1197 1
1197 0 1
0 1198 1
1198 0 1
0 1021 1
1021 0 1
0 1199 1
1199 0 1
0 1200 1
1200 0 1
0 1201 1
1201 0 1
0 1202 1
1202 0 1
0 1203 1
1203 0 1
0 1204 1
1204 0 1
0 1205 1
1205 0 1
0 1206 1
1206 0 1
0 1207 1
1207 0 1
0 1208 1
1208 0 1
0 1209 1
1209 0 1
0 1210 1
1210 0 1
0 173 1
173 0 1
0 1211 1
1211 0 1
0 1212 1
1212 0 1
0 1213 1
1213 0 1
0 1214 1
1214 0 1
0 1215 1
1215 0 1
0 1216 1
1216 0 1
0 1217 1
1217 0 1
